EAN|LEVEL1|LEVEL2|LEVEL3|LEVEL4|LEVEL5
2218589000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES PRESSEES|
2218650000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|AUTRES PIECES ENTIERES|
2218846000000|FRAIS TRAD|BOUCHERIE / VOLAILLE TRAD|VEAU TR||
2218864000000|FRAIS TRAD|BOUCHERIE / VOLAILLE TRAD|VEAU TR|VEAU LAIT/STD TRAD|
2220439000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|AUTRES DECOUPES|
2220526000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|DECOUPE DE POULET|
2220527000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|DECOUPE DE POULET|
2220532000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|DECOUPE DE DINDE|
2220648000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE FE INDUSTRIEL|SAUCISSON SEC A L UNITE|
2220649000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE TR|SPECIALITES DE SALAISON|
2222059000000|FRAIS LS|BOUCHERIE FRAIS EMB.|PORC FE IND|PORC FE IND|
2222868000000|FRAIS LS|BOUCHERIE LS|ELABORES SAUCISSERIE LS|PRODUITS ELABORES LS|
2222869000000|FRAIS LS|BOUCHERIE LS|ELABORES SAUCISSERIE LS|SAUCISSERIE LS|
2223180000000|FRAIS LS|BOUCHERIE LS|ELABORES SAUCISSERIE LS|PRODUITS ELABORES LS|
2224658000000|FRAIS LS|BOUCHERIE LS|ELABORES SAUCISSERIE LS|PRODUITS ELABORES LS|
2225015000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|PRODUITS ELABORES|
2225016000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|PRODUITS ELABORES|
2227559000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|AUTRES PIECES ENTIERES|
2229154000000|FRAIS LS|BOUCHERIE LS|ELABORES SAUCISSERIE LS|PRODUITS ELABORES LS|
2232410000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE FE INDUSTRIEL|JAMBON CUIT|
2232419000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE FE INDUSTRIEL|JAMBON CUIT|
2235933000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES PRESSEES|
2237072000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON|FOIES GRAS|
2237410000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES PRESSEES|
2238071000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2238072000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2238073000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2238074000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2238075000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2238077000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2238078000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2238079000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2238080000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2238081000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2238085000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2238091000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2238092000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2238099000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2238293000000|FRAIS LS|SURGELES|SURGELES POISSONS|POISSONS NATURES|
2238297000000|FRAIS LS|SURGELES|SURGELES VIANDE|VIANDES / VOLAILLES|
2238512000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2238513000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2238514000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2238520000000|FRAIS LS|BOUCHERIE FRAIS EMB.|PORC FE IND|PORC FE IND|
2238521000000|FRAIS LS|BOUCHERIE LS|ELABORES SAUCISSERIE LS|SAUCISSERIE LS|
2238522000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2238524000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2238525000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2238526000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2238529000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2238977000000|FRAIS TRAD|BOUCHERIE / VOLAILLE TRAD|VIANDE BOVINE TRAD||
2240314000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES MOLLES|
2240328000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES PRESSEES|
2241454000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE FE INDUSTRIEL|SALE FUME|
2244431000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|PRODUITS ELABORES|
2244840000000|FRAIS TRAD|BOUCHERIE / VOLAILLE TRAD|VOLAILLES TR|DECOUPE DE POULET|
2245333000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|DECOUPE DE POULET|
2245335000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|DECOUPE DE POULET|
2245336000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|DECOUPE DE POULET|
2245342000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|PRODUITS ELABORES|
2245349000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|DECOUPE DE POULET|
2246583000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES PRESSEES|
2250263000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|AUTRES PIECES ENTIERES|
2253165000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE FE INDUSTRIEL|PATES ET MOUSSES|
2253166000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE FE INDUSTRIEL|PATES ET MOUSSES|
2254578000000|FRAIS TRAD|BOUCHERIE / VOLAILLE TRAD|VOLAILLES TR||
2254650000000|FRAIS TRAD|BOUCHERIE / VOLAILLE TRAD|VOLAILLES TR||
2254651000000|FRAIS TRAD|BOUCHERIE / VOLAILLE TRAD|VOLAILLES TR||
2254652000000|FRAIS TRAD|BOUCHERIE / VOLAILLE TRAD|VOLAILLES TR||
2254654000000|FRAIS TRAD|BOUCHERIE / VOLAILLE TRAD|VOLAILLES TR||
2254664000000|FRAIS TRAD|BOUCHERIE / VOLAILLE TRAD|VOLAILLES TR||
2254665000000|FRAIS TRAD|BOUCHERIE / VOLAILLE TRAD|VOLAILLES TR||
2254666000000|FRAIS TRAD|BOUCHERIE / VOLAILLE TRAD|VOLAILLES TR||
2254668000000|FRAIS TRAD|BOUCHERIE / VOLAILLE TRAD|VOLAILLES TR||
2254674000000|FRAIS TRAD|BOUCHERIE / VOLAILLE TRAD|VOLAILLES TR||
2254675000000|FRAIS TRAD|BOUCHERIE / VOLAILLE TRAD|VOLAILLES TR||
2254676000000|FRAIS TRAD|BOUCHERIE / VOLAILLE TRAD|VOLAILLES TR||
2254677000000|FRAIS TRAD|BOUCHERIE / VOLAILLE TRAD|VOLAILLES TR||
2254678000000|FRAIS TRAD|BOUCHERIE / VOLAILLE TRAD|VOLAILLES TR||
2254679000000|FRAIS TRAD|BOUCHERIE / VOLAILLE TRAD|VOLAILLE FE PDV|VOLAILLE FE PDV|
2254684000000|FRAIS TRAD|BOUCHERIE / VOLAILLE TRAD|VOLAILLES TR||
2254687000000|FRAIS TRAD|BOUCHERIE / VOLAILLE TRAD|VOLAILLES TR||
2255721000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|DECOUPE DE POULET|
2255758000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES PRESSEES|
2257150000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES PRESSEES|
2257154000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES PRESSEES|
2257156000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES PRESSEES|
2262445000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|AUTRES DECOUPES|
2264706000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2264709000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2264712000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2264714000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2264716000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2264717000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2264718000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2264719000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2264837000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|PRODUITS ELABORES|
2266196000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES PRESSEES|
2266197000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES PRESSEES|
2266199000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES PRESSEES|
2268496000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|DECOUPE DE POULET|
2273302000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2273306000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2273310000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2273314000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2273315000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2273322000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2273325000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2273327000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2273337000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2273340000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2273342000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2273343000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2273346000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2273347000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2276455000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|DECOUPE DE POULET|
2276738000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|PRODUITS ELABORES|
2276746000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|DECOUPE DE POULET|
2276752000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|DECOUPE DE POULET|
2276755000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|DECOUPE DE POULET|
2278900000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|DECOUPE DE DINDE|
2279998000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|AUTRES DECOUPES|
2282660000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2282662000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2282669000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2283700000000|FRAIS LS|BOUCHERIE LS|ELABORES SAUCISSERIE LS|PRODUITS ELABORES LS|
2283702000000|FRAIS LS|BOUCHERIE LS|ELABORES SAUCISSERIE LS|PRODUITS ELABORES LS|
2283704000000|FRAIS LS|BOUCHERIE LS|ELABORES SAUCISSERIE LS|PRODUITS ELABORES LS|
2283707000000|FRAIS LS|BOUCHERIE LS|ELABORES SAUCISSERIE LS|PRODUITS ELABORES LS|
2283709000000|FRAIS LS|BOUCHERIE LS|ELABORES SAUCISSERIE LS|PRODUITS ELABORES LS|
2283710000000|FRAIS LS|BOUCHERIE LS|ELABORES SAUCISSERIE LS|PRODUITS ELABORES LS|
2283713000000|FRAIS LS|BOUCHERIE LS|ELABORES SAUCISSERIE LS|PRODUITS ELABORES LS|
2283714000000|FRAIS LS|BOUCHERIE LS|ELABORES SAUCISSERIE LS|PRODUITS ELABORES LS|
2283722000000|FRAIS LS|BOUCHERIE LS|ELABORES SAUCISSERIE LS|PRODUITS ELABORES LS|
2283800000000|FRAIS LS|BOUCHERIE LS|UVC 21|UVC 21|
2283801000000|FRAIS LS|BOUCHERIE LS|UVC 21|UVC 21|
2283802000000|FRAIS LS|BOUCHERIE LS|UVC 21|UVC 21|
2283804000000|FRAIS LS|BOUCHERIE LS|UVC 21|UVC 21|
2284950000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES PRESSEES|
2289427000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|DECOUPE DE POULET|
2289428000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|DECOUPE DE POULET|
2293675000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|AUTRES DECOUPES|
2295339000000|FRAIS LS|CREMERIE LS|FROMAGE LS|FROMAGES FONDUS ET FRAIS|
2295382000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|DECOUPE DE POULET|
2295771000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2295776000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2298103000000|FRAIS TRAD|PRODUITS DE LA MER TRAD|PR DE LA MER FRAIS EMBALLE|POISSON|
2298112000000|FRAIS TRAD|PRODUITS DE LA MER TRAD|PR DE LA MER FRAIS EMBALLE|POISSON|
2303050000000|FRAIS TRAD|PRODUITS DE LA MER TRAD|PRODUITS DE LA MER  TRAD|SAUMON|
2322861000000|FRAIS TRAD|TRAITEUR TRAD|TRAITEUR FRAIS EMBALLE INDUS|CHARCUTERIE PATISSIERE|
2349164000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE COUPE|FROMAGE A PATE PERSILLEE|
2350111000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON|SPECIALITES SALAISON TRANCHEE|
2350124000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON|SPECIALITES SALAISON TRANCHEE|
2361387000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE TR|SALE FUME|
2363348000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE COUPE|FROMAGE A PATE PERSILLEE|
2377030000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE FE INDUSTRIEL|SAUCISSE CUITE|
2400428000000|FRAIS LS|BOUCHERIE FRAIS EMB.|AGNEAU / MOUTON FE IND|AGNEAU / MOUTON FE IND|
2400446000000|FRAIS LS|BOUCHERIE FRAIS EMB.|AGNEAU / MOUTON FE IND|AGNEAU / MOUTON FE IND|
2400461000000|FRAIS LS|BOUCHERIE FRAIS EMB.|AGNEAU / MOUTON FE IND|AGNEAU / MOUTON FE IND|
2400463000000|FRAIS LS|BOUCHERIE FRAIS EMB.|AGNEAU / MOUTON FE IND|AGNEAU / MOUTON FE IND|
2400466000000|FRAIS LS|BOUCHERIE FRAIS EMB.|AGNEAU / MOUTON FE IND|AGNEAU / MOUTON FE IND|
2400472000000|FRAIS LS|BOUCHERIE FRAIS EMB.|AGNEAU / MOUTON FE IND|AGNEAU / MOUTON FE IND|
2402497000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES PRESSEES|
2402923000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES PRESSEES|
2404411000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE FE PDV|CHARCUTERIE FE PDV|
2404422000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE FE PDV|CHARCUTERIE FE PDV|
2404439000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE FE PDV|CHARCUTERIE FE PDV|
2404440000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE FE PDV|CHARCUTERIE FE PDV|
2404442000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE FE PDV|CHARCUTERIE FE PDV|
2404459000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE FE PDV|CHARCUTERIE FE PDV|
2404475000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE FE PDV|CHARCUTERIE FE PDV|
2404485000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE FE PDV|CHARCUTERIE FE PDV|
2404915000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES PRESSEES|
2404947000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES PRESSEES|
2404973000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES PRESSEES|
2404974000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES PRESSEES|
2406715000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|DECOUPE DE POULET|
2406717000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|DECOUPE DE POULET|
2406729000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|DECOUPE DE POULET|
2406734000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|DECOUPE DE POULET|
2406824000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|DECOUPE DE DINDE|
2406841000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|AUTRES PIECES ENTIERES|
2406939000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|AUTRES PIECES ENTIERES|
2407553000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2408004000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE FE PDV|CHARCUTERIE FE PDV|
2408034000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE TR|JAMBON CUIT|
2408049000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE TR|JAMBON CUIT|
2408057000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE TR|JAMBON CUIT|
2408065000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE TR|JAMBON CUIT|
2408066000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE TR|JAMBON CUIT|
2408073000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE TR|PATES ET MOUSSES|
2408074000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE TR|JAMBON SEC|
2409322000000|FRAIS LS|BOUCHERIE LS|UVC 21|UVC 21|
2409429000000|FRAIS LS|BOUCHERIE LS|UVC 21|UVC 21|
2410397000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE FE INDUSTRIEL|AUTRE CHARCUTERIE CUITE|
2410710000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|AUTRES DECOUPES|
2410711000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|AUTRES DECOUPES|
2410712000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|AUTRES PIECES ENTIERES|
2410721000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|DECOUPE DE POULET|
2410734000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|AUTRES PIECES ENTIERES|
2410750000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|AUTRES PIECES ENTIERES|
2422607000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2422769000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2424271000000|FRAIS LS|BOUCHERIE LS|ELABORES SAUCISSERIE LS|PRODUITS ELABORES LS|
2424558000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|AUTRES PIECES ENTIERES|
2425369000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES PRESSEES|
2428296000000|FRAIS LS|BOUCHERIE LS|ELABORES SAUCISSERIE LS|PRODUITS ELABORES LS|
2431561000000|FRAIS TRAD|TRAITEUR TRAD|TRAITEUR FRAIS EMBALLE PDV|TRAITEUR FRAIS EMBALLE PDV|
2431628000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|PRODUITS ELABORES|
2431638000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|DECOUPE DE DINDE|
2432865000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE FE INDUSTRIEL|JAMBON CUIT|
2435260000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|PRODUITS ELABORES|
2436743000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES MOLLES|
2439627000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE TR|SAUCISSON CUIT|
2439666000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE TR|PATES ET MOUSSES|
2439667000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE TR|PATES ET MOUSSES|
2439669000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE TR|PATES ET MOUSSES|
2439686000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE TR|PATES ET MOUSSES|
2440739000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE TR|PATES ET MOUSSES|
2440751000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE TR|PATES ET MOUSSES|
2440778000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE TR|PATES ET MOUSSES|
2440788000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE TR|PATES ET MOUSSES|
2443645000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE TR|SALE FUME|
2443647000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE TR|SALE FUME|
2443658000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE TR|SAUCISSE CUITE|
2443853000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2443855000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2443896000000|FRAIS LS|CHARCUTERIE TRAITEUR LS|CHARCUTERIE LS ET SALAISON||
2444531000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES PRESSEES|
2444590000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|FROMAGE A PATE PERSILLE|
2445548000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES PRESSEES|
2446839000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE TR|BOUDIN|
2446861000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE TR|BOUDIN|
2446862000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE TR|BOUDIN|
2446871000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE TR|BOUDIN|
2446888000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE TR|AUTRE CHARCUTERIE CUITE|
2447038000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|DECOUPE DE DINDE|
2448328000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|POULET PIECE ENTIERE|
2448610000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE FE INDUSTRIEL|JAMBON CUIT|
2449185000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES PRESSEES|
2449186000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES PRESSEES|
2449187000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|FROMAGE A PATE PERSILLE|
2449188000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES PRESSEES|
2449189000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES PRESSEES|
2449193000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|FROMAGE A PATE PERSILLE|
2451504000000|FRAIS LS|BOUCHERIE LS|UVC 21|UVC 21|
2453681000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|FROMAGE A PATE PERSILLE|
2454115000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|PRODUITS ELABORES|
2454128000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|AUTRES DECOUPES|
2454154000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|DECOUPE DE DINDE|
2455100000000|FRAIS LS|VOLAILLE LS|VOLAILLES LS|AUTRES PIECES ENTIERES|
2456324000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES PRESSEES|
2456331000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES PRESSEES|
2456344000000|FRAIS TRAD|FROMAGE TRAD|FROMAGE FRAIS EMBALLE IND|PATES PRESSEES|
2457003000000|FRAIS LS|BOUCHERIE LS|ELABORES SAUCISSERIE LS|PRODUITS ELABORES LS|
2458405000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE TR|AUTRE CHARCUTERIE CUITE|
2458428000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE TR|AUTRE CHARCUTERIE CUITE|
2458457000000|FRAIS TRAD|CHARCUTERIE TRAD|CHARCUTERIE TR|AUTRE CHARCUTERIE CUITE|
2459953000000|FRAIS LS|BOUCHERIE LS|UVC 21|UVC 21|
