CODE|DESCRIPTION|FLAGS|PRODUCT_EANS|SUBFAMILY_CODES
404040080005|CEREALES ENFANTS||3159470001424,3159470005071,3159470005347,3168930008514,3168930009788,3168930009795,3168930010265,3168930010838,3168930010869,3168930010890,3168930010906,3250390111054,3250390146063,3250390725817,3250390784807,3250391460274,3250391505418,3250391635313,3250391727414,3250391773992,3250391774029,3250391969494,3250392232382,3250392383862,3250392383893,3250392383923,3250392415068,3250392415099,3250392415129,3250392572648,3250392614959,3250392747015,3250393444425,3250393444609,3250393460265,3250393460272,3250393474903,3250393477522,3330720106001,3330720106018,3330720106025,3330720106032,3330720106049,3330720106056,3330720106063,3330720109002,3387390019995,3387390123210,3387390324082,3387390326574,3387390330014,3387390331523,3387390339505,3410280107547,3572420000382,3572420000399,3572420000405,3572420000436,3572420000467,3572420000481,3572420000740,3572420000757,3572420000764,3572420000771,3572420000788,3572420000795,3572420001402,3572420100563,3662072156367,3662072158347,5010477348357,5010477348395,5010477348432,5010477348517,5010477348555,5010477348593,5010477354051,5010477358790,5010477365316,5010477365378,5010477367099,5010477367112,5010477368393,5010477369376,5010477369819,5010477369833,5013803000028,5013803996802,5050083516313,5050083535079,5050083542411,5050083712296,5053827101424,5053827105590,5053827110983,5053827111027,5053827135542,5053827156189,5053827156219,5053827175654,5053827199469,5053827199568,5053827199636,5053827199667,5053827199759,5059319008301,5059319019321,5059319023250,5059319023342,5059319023533,5059319023762,5059319023885,5059319029160,5059319030395,5059319030913,5059319031200,5059319031521,5059319032221,5059319036496,5059319039138,5059319039251,5059319039343,5900020006226,5900020044877,5900020045133,5900020049278,7350057189177,7613031508488,7613031915095,7613034938688,7613034947611,7613035449626,7613036076036,7613036669146,7613037059281,8445290183842,8445290728791,8445291075078,8445291075146,8445291914193,8445292269520|
404040100001|THE||2823715000000,3160920713163,3160920713187,3250390004400,3250390457657,3250390466024,3250390772033,3250391200054,3250391200351,3250391200382,3250391641314,3250391943654,3250391988716,3250392397081,3250392397111,3250392411855,3250392411886,3250392425777,3250392425838,3250392425869,3250392584580,3250393060809,3250393060830,3250393460401,3250393476969,3250393477287,3398984505053,3398984505572,3398984506029,3398984506036,3398984507088,3398984507736,3398985211366,3422150000483,3422150005112,3422150007406,3422150007505,3422155104834,3456300016680,3585810082295,3585810082325,3585810082332,3585810082349,3585810082356,3585810082387,3585810088037,3585810088044,3585810092034,3760335580666,3770023027038,3770023027571,3770023027595,5055953900100,5055953900117,5055953900193,5055953900292,5055953900469,5055953900582,5055953902456,5055953902463,5055953902470,5055953902494,5055953902500,5055953902531,5055953902548,5055953902555,5055953902586,5055953902609,5055953902968,5055953903057,5055953903125,5055953903149,5055953903354,5055953903569,5055953903583,5055953903682,5055953903705,5055953903774,5055953903835,5055953903859,5063270104507,5063270104873,5063270105481,5063270105672,5063270105818,5063270105856,5063270105917,5063270107683,5063270107812,5063270108017,5063270109359,5063270109441,5063270109472,5063270120347,5063270120545,5063270120644,5063270125472,7612100918395,7612100918418,8712423044005,8720608003877,8720608003884,8720608003891,8720608007417,8720608007431,8720608025657,8720608025664,8720608025671,8720608025688,8720608026524,8720608026531,8720608026548,8720608026562,8720608026586,8720608028399,8720608028405,9312631764567|
404040100002|INFUSIONS||3042061712017,3042061712048,3042061712079,3042061712130,3042061811048,3042061811109,3042062007013,3042062209011,3042062209042,3042062209103,3042062209134,3042062209165,3042062209196,3042062209226,3042062209257,3042062209288,3042062209318,3042062212011,3042062401101,3250390004349,3250390004356,3250390115779,3250391306923,3250391947652,3250391947683,3250391993369,3250392396879,3250392497385,3250392560119,3250392711726,3250393060861,3250393100888,3250393105371,3250393460388,3250393460395,3250393473883,3250393473890,3250393477737,3398984215358,3398984215457,3398984215600,3398984215655,3398984215709,3398984506135,3398984506142,3398984506166,3398984507057,3398984507064,3398984507095,3398984507163,3398984507170,3398984507187,3398984507538,3398984507583,3398984507606,3398984507620,3398984507675,3398984507804,3398984507828,3422150000087,3422150000100,3422150000179,3422150000230,3422150000490,3422150000735,3422150002203,3422150004221,3456300016697,3456300017113,3585810079011,3585810082851,3585810085166,3585810088020,3585810106830,3585810106847,3585810106854,3585810108551,3585810108797,3585810119786,3585810119809,3760278867701,3760406600187,3760406600194,3770023027007,3770023027021,3770023027052,3770023027298,5055953903019,5055953903033,5055953903040,5055953903316,5055953903323,5055953903361,5055953903781,5055953903798,5055953903804,5060229013750,5060519148995,5060519149008,5063270104347,5063270104569,5063270104705,5063270107843,5063270107928,5063270111512,5063270115978,5063270116005,5063270116067,5063270116098,5063270116128,5063270125519,5063270125854,5063270126035,5063270127247,5063270127278,5063270128237,7610700603024,7610700603079,8711327435803,8711327501003,8711327501119,8711327501126,8720608002849,8720608005291,8720608005307,8720608005314,8720608005321,8720608005369,8720608005383,8720608005390,8720608024995,8720608025008,8720608025138,8720608025145,8720608025152,8720608025169,8720608025176,8720608030330,8720608030347,8720608030354,8720608030361,8720608030378,8720608030385,8720608034437,9782035959478|
404040120001|TABLETTES FAMILIALES||2823716000000,3033710002665,3045140105106,3045140105502,3045140118106,3045140118502,3046920013895,3046920013901,3046920013918,3046920013925,3046920014304,3046920014335,3046920014342,3046920015912,3046920021944,3046920574457,3046920574464,3250390004929,3250390008347,3250390008354,3250390009252,3250391526475,3250391540365,3250393060236,3410280023182,3410280023243,3410280023267,3410280023281,3410280023533,3664346305891,3664346306584,3664346306591,3664346306607,3664346307239,3664346308632,3664346330510,3664346334495,3664346334938,3664346345507,3664346350624,3770024649062,3770024649079,3770024649284,3770024649529,3770024649536,3770024649857,3800020401699,3800020403075,3800020491409,3800020491416,3800020491423,5410081201039,7610036010107,7622201676810,7622201753252,7622201773502,7622201773519,7622202257759,7622202284908,7622202299834,7622202305221,7622210091161,7622210293381,7622210402257,7622210430830,7622210438270,7622210438294,7622210439970,7622210439994,7622210604187,7622210655691,7622210720566,7622210787712,7622210795571,7622210938169,7622210990891,7622210991140,7622300046408,7622300134532,7622300201784,7622300650353,7622300692506,7622300718435,7622400893094,7622400893124,8000300253320,8000300312102,8445291665576|
404040120002|TABLETTES DEGUSTATION||3046920010047,3046920010283,3046920010382,3046920010603,3046920010856,3046920013789,3046920013796,3046920014281,3046920014359,3046920014472,3046920014694,3046920014953,3046920016377,3046920017503,3046920017541,3046920017688,3046920020992,3046920021494,3046920021562,3046920021647,3046920022071,3046920022507,3046920022606,3046920022651,3046920022705,3046920027861,3046920027885,3046920027960,3046920028721,3046920029681,3046920029759,3046920029780,3046920030090,3046920032100,3046920032155,3046920032209,3046920032216,3046920032254,3046920040440,3046920040631,3046920040655,3046920074995,3046920075138,3046920084000,3046920571739,3046920572590,3046920573375,3046920573696,3046920574082,3046920574181,3046920574525,3046920574631,3046920574747,3046920574754,3046920574761,3046920574778,3046920574792,3046920575171,3046920575201,3046920578394,3046921014457,3046921014464,3250390102625,3250390198987,3250390411932,3250390576785,3250391107131,3250391422715,3250391539574,3250391737253,3250391737284,3250391953462,3250392007768,3250392087210,3250392273484,3250392298500,3250392411947,3250392490225,3250392490256,3250392556181,3250393103544,3250393109195,3250393463549,3250393473654,3664346306614,3664346306621,3664346317122,3664346354813,3664346357081,3760226260417,3760226260424,3760226260431,3760226260455,3760226260462,3760226260493,3760226260509,3760226260714,3760226260721,3760226260738,3760226261001,3760226261018,3760226261292,3760226261452,3760226261766,3760226261988,3760226261995,3760231780016,3760231780023,3760231780061,3760231780085,3760231780368,3760231780375,3760231780382,3760231780658,3760231780665,3760231780672,3760231780689,3760231780696,3760231780924,3760289260386,3760289260409,3760289260430,3760289260447,7610036002706,7610036002737,7610036002751,7610036002805,7610036413151,7610036413212,7610036413250,7610400070577,7622210724519,7622210869616,7622400006753,7622400013935,8717677337354,9120060950716,9120060950723,9120060950730,9120060950747,9120060950792,9120060950815,9120060950891,9120060950907,9120060950914|
404040120003|TABLETTES FOURREES||3017620130274,3046920013833,3046920014311,3046920020183,3046920021630,3046920021692,3046920025980,3046920026000,3046920040235,3046920040679,3046920040686,3046920042567,3046920042765,3046920042888,3046920042932,3046920042963,3046920043380,3046920045063,3046920045087,3046920045360,3046920045384,3046920045407,3046920047302,3046920047364,3046920047708,3046920573146,3046920574198,3046920574204,3046920574495,3250391107018,3250391410620,3250391530861,3250392007737,3250392891138,3250393463136,3664346354936,3664346355100,3664346355117,3760226260479,7610036000429,7610036010503,7610400084895,7622201689322,7622210738752,7622210974013,7622300311902,7622300546083,7622300546106,7622300546120,7622300630676,7622400013928,7622400013942,7622400817410,8000500359488,8000500359556,8000500359617,8000500359679,8000500359815,8000500359884,8000500447833,8717677335602,8717677335640|
404040120004|BLOCS GOURMANDS||3046920020206,3046920020213,3046920572071,3250390165477,3250390165484,3250390610458,3250390751632,3250390751656,3250391410590,3250391503834,3250391671557,3250392271374,3250392600181,3250393103575,3664346337595,3664346340960,3664346354820,3664346354837,3664346354868,3760226260448,3760428590053,3760428590060,5410081200445,5410081200551,5410081200759,7610400066204,7610400066211,7613037984798,7613037984866,7613037984972,7613037985085,7613037986938,7613037987263,7613037987355,7613037988147,7613038007694,7613287055934,7622201126711,7622201388546,7622201388577,7622202284335,7622202284359,7622202801990,7622202802010,7622210616029,7622210616036,7622210616043,7622210616050,7622210616067,7622210659057,7622210659064,7622210856272,7622210974044,7622210974358,7622210995025,7622210995049,7622210995063,7622210995087,7622210995100,8445290540874,8445290540935,8445290898166,8445290898616,8445291492141,8445291665934,8445291701540,8717677335565|
404040120005|TABLETTES DESSERTS||3046920021043,3046920021142,3046920021463,3069942320901,3250390009153,3250391467013,3250391503803,3250391782819,3250391953493,3250391953523,3250392359027,3250392730888,3250393427732,3250393427749,3410280023304,3664346312608,3664346332330,3664346354844,3760226260394,7613032471842,7613032910501,7613035040762,7613035040793,7613035040823,7613035449176,7613035587793,7613035587816,7613035859098,7613035898646,7613035898677,7613035898707,7613036431316,7613036431651,7613037030440,7613038954226,8445290550927,8445290907424,8445290991867,8445291541801,8445292322300|
404040130001|PETITE CONFISERIE DE POCHE||0000049814521,0000057023373,0000057023397,0000057026749,0000057026756,0000057026763,0000080749493,0000080785385,0000080785392,0000080798026,0000080897194,0000086948159,0000086948166,0000086949156,0000087108651,0000087108712,0000087311495,0000087337969,0000087345025,0000087370195,0000087370317,0000087370324,0000087370331,0873983000028,0873983000035,2823717000000,3014680009175,3017620594748,3068320109176,3103220030509,3103220035566,3103220036808,3103220037140,3103220037591,3103220038024,3103220038741,3103220039496,3103220039830,3106980002007,3174332024168,3366961102960,3449865373886,3538280837254,3609200001847,3664346306553,3664346345866,3664346350549,3700146205686,3770013401275,3770013401282,3770028156344,3770028156351,3770028156368,3770028156382,3770028156658,4000417018007,4000417020000,4000417024008,4000417218001,4000417222008,4000417294005,4000417701008,4000417702005,4000417703002,4000417704009,4000417705006,4009900500166,4014400907902,4630001590079,4630001590086,4630001590178,4630001590192,4630001590260,4630001590284,4630001590741,5000159376655,5000357103350,5000357103459,5412841601240,7610700009888,7610700011867,7610700013632,7610700015209,7610700015407,7610700015421,7610700015445,7610700015483,7610700017654,7610700023082,7610700028506,7610700612477,7610700626368,7610700626689,7610700626887,7610700901137,7610700922361,7622210663443,8000500166697,8000500166758,8000500166789,8000500205341,8000500319895,8000500341872,8000500381540,8000500402597,8000500416693,8000500441893,8000500451236,8594023921050,8594023923658,8594023923665,8594023923672,8723400756552,8723400785392,8723400796091,8723400943600,8723400943631,8723400943662,9044400231009,9044400820227|
404040130002|CHEWING GUM||0000030075214,0000040099293,0000040099576,0000042069782,0000042070399,0000042070474,0000042113225,0000042154860,0000042211990,0000042247524,0000080803522,0000080817246,0000080835516,0000080874669,0000080879237,0000080879268,0000080911784,0000080935933,0000080940197,0000080956693,0000080962175,0000080978749,0000080978763,0000080988915,0000080999362,0000086947626,0000086947633,0000087311396,0000087337839,0000087368413,0000096212196,0000096212219,0873983000059,3014680004521,3014680087890,3272610000269,3538280038934,3538280038941,3663458007020,3663458007044,3663458007051,3664346305839,3664346307147,4009900024150,4009900381109,4009900383097,4009900452182,4009900452205,4009900452229,4009900456951,4009900461450,4009900461474,4009900469982,4009900469999,4009900470025,4009900483360,4009900483889,4009900483940,4009900483971,4009900485708,4009900489706,4009900517409,4009900536783,4009900537278,4009900540865,4009900545471,4009900546348,4009900548571,4009900551601,4009900551663,4009900551717,4009900552554,5000159544252,5000159568562,5000159568579,5000159569361,5700626124108,7622201132552,7622201384562,7622201384593,7622201430962,7622201697266,7622201702175,7622201740429,7622201740450,7622201779351,7622210203960,7622210579614,7622210600233,7622210600257,7622210615534,7622210615572,7622210642523,7622210721662,7622210722256,7622210722522,7622210722621,7622210722706,7622210723178,8723400826262,8723400826323,8723400830474,8723400870883,8723400871972,8723400872009,8723400872030,8723400872061,8723400873853,8723400873884,8723400873969,8723400939467,8723400942863,8723400942887,8723400942924,8723400942979,8723400943068,8723400943082,8723400943105,8723400943136,8723400943198,8723400943228,8723400943327,8723400943389,8723400943426,8723400943495,8723400943709,8723400943723,8723400943846,8723400944072,8723400944089,8723400944096,8723400944119,8723400944133,8723400944157,8723400944171,8723400944201,8723400944294,8723400944324,8723400944348,8723400947141,8723400947165,8723400947189,8723400947455,8723400947462,8723400948032,8935001729105|
